"","gender","SeniorCitizen","Partner","Dependents","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","Churn","tenure_category"
"6087","Male","No","Yes","No","Yes","Yes","DSL","Yes","No","Yes","No","No","Yes","Two year","Yes","Mailed check",69.9,"No","Over 5 years "
"6088","Male","No","No","Yes","No","No phone service","DSL","No","Yes","No","No","Yes","No","One year","Yes","Bank transfer (automatic)",39.95,"No","2-4 years"
"6089","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",55.4,"Yes","Under 1 year"
"6090","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",90.6,"Yes","Under 1 year"
"6091","Male","No","Yes","Yes","Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",103.25,"No","Over 5 years "
"6092","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",86.85,"Yes","Under 1 year"
"6093","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",94.25,"No","Over 5 years "
"6094","Female","No","Yes","No","No","No phone service","DSL","No","No","Yes","Yes","No","Yes","Two year","Yes","Electronic check",47.05,"No","Over 5 years "
"6095","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",20.55,"No","4-5 years"
"6096","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.65,"No","Under 1 year"
"6097","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.2,"No","Under 1 year"
"6098","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",81,"No","Over 5 years "
"6099","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","No","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",75.9,"No","1-2 years"
"6100","Female","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",24.7,"No","Over 5 years "
"6101","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.05,"Yes","2-4 years"
"6102","Female","Yes","No","No","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",110.25,"No","Over 5 years "
"6103","Female","No","Yes","No","Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",85,"No","Over 5 years "
"6104","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",19.75,"No","1-2 years"
"6105","Female","No","No","No","Yes","Yes","No","No","No","No","No","No","No","One year","No","Electronic check",23.9,"No","Under 1 year"
"6106","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",111.25,"Yes","4-5 years"
"6107","Male","No","No","No","Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",55.1,"Yes","Under 1 year"
"6108","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.95,"No","Under 1 year"
"6109","Male","No","No","No","No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",25.15,"No","1-2 years"
"6110","Female","No","No","No","Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check",54.15,"No","Under 1 year"
"6111","Female","No","Yes","No","Yes","No","DSL","No","Yes","No","No","No","Yes","Month-to-month","Yes","Mailed check",59.8,"No","1-2 years"
"6112","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",83.85,"No","2-4 years"
"6113","Female","Yes","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",104.9,"No","Over 5 years "
"6114","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",75.3,"No","1-2 years"
"6115","Male","No","No","No","Yes","No","DSL","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",66.65,"No","Under 1 year"
"6116","Female","No","Yes","Yes","Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",109.5,"No","Over 5 years "
"6117","Female","No","No","No","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",73.85,"No","2-4 years"
"6118","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",19.3,"No","Over 5 years "
"6119","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",118.2,"No","Over 5 years "
"6120","Female","No","No","No","Yes","No","DSL","No","Yes","No","No","No","No","One year","No","Credit card (automatic)",51.45,"No","1-2 years"
"6121","Male","No","No","No","Yes","No","DSL","No","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",59.45,"No","Under 1 year"
"6122","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.5,"No","Under 1 year"
"6123","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.55,"No","1-2 years"
"6124","Male","No","No","No","Yes","Yes","Fiber optic","Yes","No","No","Yes","No","Yes","One year","No","Electronic check",93.55,"No","Over 5 years "
"6125","Female","No","Yes","Yes","Yes","No","DSL","Yes","No","Yes","Yes","No","No","One year","Yes","Mailed check",59.3,"No","4-5 years"
"6126","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",102.25,"Yes","1-2 years"
"6127","Male","Yes","No","No","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",95.9,"Yes","1-2 years"
"6128","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",109.8,"No","4-5 years"
"6129","Female","No","Yes","No","Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",78.1,"No","1-2 years"
"6130","Male","No","Yes","No","No","No phone service","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",39.9,"No","4-5 years"
"6131","Female","No","No","No","Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",64.9,"No","4-5 years"
"6132","Female","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",95.05,"Yes","2-4 years"
"6133","Female","No","No","No","No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",53.4,"No","Over 5 years "
"6134","Male","No","No","No","No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",24.9,"No","Under 1 year"
"6135","Male","Yes","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",44.7,"No","Under 1 year"
"6136","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",114,"No","Over 5 years "
"6137","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",20.25,"No","2-4 years"
"6138","Female","No","No","No","Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Credit card (automatic)",53.85,"Yes","Under 1 year"
"6139","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",83.85,"No","Over 5 years "
"6140","Male","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",20.2,"No","Under 1 year"
"6141","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.95,"No","Under 1 year"
"6142","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.2,"Yes","4-5 years"
"6143","Female","No","Yes","No","Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",50.25,"Yes","2-4 years"
"6144","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","One year","Yes","Mailed check",20.35,"No","4-5 years"
"6145","Male","Yes","Yes","No","Yes","No","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",90,"No","1-2 years"
"6146","Female","No","Yes","Yes","No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",54.2,"No","Over 5 years "
"6147","Female","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.5,"Yes","2-4 years"
"6148","Female","Yes","Yes","No","Yes","No","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","No","Mailed check",99.1,"No","2-4 years"
"6149","Female","No","No","No","Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Mailed check",66.9,"No","Over 5 years "
"6150","Female","No","No","No","No","No phone service","DSL","No","No","No","No","No","No","One year","No","Mailed check",25.85,"No","Under 1 year"
"6151","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",91.05,"No","2-4 years"
"6152","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",71,"Yes","Under 1 year"
"6153","Female","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",93.2,"Yes","1-2 years"
"6154","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",20.95,"No","4-5 years"
"6155","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",109.2,"No","Over 5 years "
"6156","Male","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.35,"Yes","Under 1 year"
"6157","Female","Yes","No","No","Yes","No","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",85.8,"No","2-4 years"
"6158","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.85,"Yes","Under 1 year"
"6159","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",19.65,"No","Under 1 year"
"6160","Female","No","No","Yes","Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",20.5,"No","Under 1 year"
"6161","Female","No","No","No","Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",89.65,"No","2-4 years"
"6162","Male","No","No","No","Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",74.35,"No","Under 1 year"
"6163","Female","Yes","Yes","No","No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Two year","Yes","Credit card (automatic)",49.45,"No","4-5 years"
"6164","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",89.1,"No","1-2 years"
"6165","Male","Yes","Yes","No","Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",75.15,"No","2-4 years"
"6166","Male","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.65,"No","Under 1 year"
"6167","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",104.2,"Yes","2-4 years"
"6168","Male","No","Yes","Yes","Yes","No","Fiber optic","Yes","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",90.05,"No","2-4 years"
"6169","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.25,"Yes","Under 1 year"
"6170","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",44.9,"Yes","Under 1 year"
"6171","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",19.4,"No","Under 1 year"
"6172","Female","Yes","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",88.75,"No","4-5 years"
"6173","Male","No","Yes","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.1,"Yes","Under 1 year"
"6174","Male","Yes","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","No","Credit card (automatic)",91,"No","2-4 years"
"6175","Male","No","No","No","No","No phone service","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",29.65,"Yes","Under 1 year"
"6176","Male","No","Yes","Yes","Yes","No","Fiber optic","Yes","Yes","No","No","No","Yes","One year","Yes","Electronic check",90.8,"No","2-4 years"
"6177","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",77.85,"Yes","2-4 years"
"6178","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",54.3,"Yes","Under 1 year"
"6179","Female","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",18.95,"No","4-5 years"
"6180","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.15,"Yes","Under 1 year"
"6181","Female","Yes","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",102.4,"No","Over 5 years "
"6182","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",99.9,"No","Over 5 years "
"6183","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",88.7,"No","Over 5 years "
"6184","Male","No","Yes","Yes","No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",54.3,"No","2-4 years"
"6185","Male","No","No","No","Yes","Yes","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",55.7,"No","2-4 years"
"6186","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",103.95,"No","4-5 years"
"6187","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",110.85,"Yes","2-4 years"
"6188","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.15,"No","Under 1 year"
"6189","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.05,"No","1-2 years"
"6190","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",91.95,"No","Over 5 years "
"6191","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",80.5,"Yes","Under 1 year"
"6192","Female","Yes","No","No","Yes","Yes","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",55.65,"No","2-4 years"
"6193","Female","Yes","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.7,"No","1-2 years"
"6194","Female","No","No","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",104.15,"No","1-2 years"
"6195","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",83.65,"No","Over 5 years "
"6196","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",72.2,"Yes","Under 1 year"
"6197","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",110.05,"No","Over 5 years "
"6198","Male","No","No","No","Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Mailed check",51.5,"Yes","1-2 years"
"6199","Male","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.5,"No","2-4 years"
"6200","Male","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",89.55,"Yes","2-4 years"
"6201","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.5,"No","4-5 years"
"6202","Female","Yes","No","No","Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",80.7,"No","Under 1 year"
"6203","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","One year","No","Mailed check",77.5,"Yes","1-2 years"
"6204","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","One year","Yes","Credit card (automatic)",105.1,"No","Over 5 years "
"6205","Male","No","No","No","No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",25.15,"No","1-2 years"
"6206","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",95.25,"Yes","2-4 years"
"6207","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",95.65,"No","4-5 years"
"6208","Male","Yes","No","No","Yes","No","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","No","Electronic check",85,"Yes","2-4 years"
"6209","Male","No","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",80.8,"No","Over 5 years "
"6210","Male","No","No","No","No","No phone service","DSL","No","No","No","No","No","No","One year","Yes","Mailed check",24.85,"No","2-4 years"
"6211","Female","No","No","Yes","Yes","No","DSL","No","Yes","No","Yes","No","No","One year","Yes","Credit card (automatic)",54.75,"No","2-4 years"
"6212","Female","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",85.75,"Yes","Under 1 year"
"6213","Male","No","No","No","No","No phone service","DSL","No","No","Yes","No","Yes","Yes","One year","No","Electronic check",50.75,"No","1-2 years"
"6214","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.15,"No","1-2 years"
"6215","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.05,"No","2-4 years"
"6216","Female","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.25,"Yes","Under 1 year"
"6217","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",71.6,"No","4-5 years"
"6218","Male","No","Yes","Yes","Yes","No","Fiber optic","Yes","Yes","No","No","No","No","One year","Yes","Credit card (automatic)",81.45,"No","Over 5 years "
"6219","Female","No","Yes","Yes","No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",58.4,"No","Over 5 years "
"6220","Female","Yes","No","No","No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",25.7,"Yes","Under 1 year"
"6221","Male","No","Yes","Yes","No","No phone service","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",53.7,"No","Under 1 year"
"6222","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",19.6,"No","2-4 years"
"6223","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Credit card (automatic)",89.4,"No","Over 5 years "
"6224","Female","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69,"Yes","Under 1 year"
"6225","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No","One year","No","Bank transfer (automatic)",84.2,"No","4-5 years"
"6226","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Credit card (automatic)",106.1,"No","Over 5 years "
"6227","Male","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",25.75,"No","Over 5 years "
"6228","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",46.05,"Yes","Under 1 year"
"6229","Male","No","No","Yes","Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","One year","No","Bank transfer (automatic)",64.95,"No","Over 5 years "
"6230","Male","No","Yes","No","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",85.45,"No","Over 5 years "
"6231","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.05,"No","Under 1 year"
"6232","Female","Yes","Yes","No","Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",76.4,"Yes","Under 1 year"
"6233","Female","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.5,"Yes","Under 1 year"
"6234","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.7,"No","Under 1 year"
"6235","Male","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",25.3,"No","4-5 years"
"6236","Male","Yes","Yes","Yes","No","No phone service","DSL","Yes","No","No","No","No","Yes","Month-to-month","No","Mailed check",40.05,"Yes","1-2 years"
"6237","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",100.6,"No","2-4 years"
"6238","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.95,"Yes","Under 1 year"
"6239","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",74,"No","4-5 years"
"6240","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Two year","Yes","Electronic check",99.4,"No","Over 5 years "
"6241","Male","No","No","Yes","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.3,"Yes","Under 1 year"
"6242","Male","No","No","No","Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",49.15,"Yes","Under 1 year"
"6243","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",107.45,"No","Over 5 years "
"6244","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",83.6,"No","Over 5 years "
"6245","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",99.05,"No","4-5 years"
"6246","Female","No","Yes","No","Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",80.1,"No","4-5 years"
"6247","Male","No","No","No","Yes","No","DSL","Yes","Yes","No","No","Yes","No","Two year","Yes","Bank transfer (automatic)",65.3,"No","4-5 years"
"6248","Male","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Two year","Yes","Electronic check",89.55,"No","4-5 years"
"6249","Female","No","Yes","No","No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",60.8,"No","4-5 years"
"6250","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",74.5,"No","Under 1 year"
"6251","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Two year","No","Bank transfer (automatic)",99.15,"No","Over 5 years "
"6252","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",19.25,"No","Under 1 year"
"6253","Male","No","Yes","Yes","No","No phone service","DSL","Yes","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",39.45,"No","4-5 years"
"6254","Female","No","No","No","No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",44.85,"No","4-5 years"
"6255","Female","No","Yes","No","Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Electronic check",97.2,"No","4-5 years"
"6256","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",110.55,"No","Over 5 years "
"6257","Female","No","No","No","No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","No","Mailed check",35.05,"Yes","Under 1 year"
"6258","Female","Yes","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",73,"Yes","Under 1 year"
"6259","Female","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.9,"No","Under 1 year"
"6260","Male","No","Yes","Yes","Yes","No","DSL","No","Yes","No","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",76.95,"No","4-5 years"
"6261","Female","No","No","No","No","No phone service","DSL","No","No","Yes","Yes","No","No","Two year","No","Mailed check",35.4,"No","1-2 years"
"6262","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",20.45,"No","Over 5 years "
"6263","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","One year","No","Bank transfer (automatic)",96.75,"No","2-4 years"
"6264","Female","No","No","No","No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes","One year","No","Electronic check",54.2,"No","2-4 years"
"6265","Male","No","No","No","Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",100.1,"No","2-4 years"
"6266","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.25,"No","Under 1 year"
"6267","Male","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",83.85,"Yes","2-4 years"
"6268","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.1,"Yes","Under 1 year"
"6269","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",20.85,"No","1-2 years"
"6270","Female","No","No","No","No","No phone service","DSL","No","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",33.45,"No","2-4 years"
"6271","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.2,"No","2-4 years"
